State,Name,CID,FECCandID
NC,Gina Collias,N00042661,H8NC10113
PA,Chip Collica,N00041867,H8PA15203
NY,Erin Collier,N00042885,H8NY19256
NY,Chris Collins,N00001285,H8NY29032
GA,Doug Collins,N00033518,H2GA09150
CA,Joe Edward Collins,N00042611,H8CA43168
GA,Kellie Collins,N00040694,H8GA10130
IL,Nathan Colombo,N00040702,H8IL12087
OH,Keith C Colton,N00042689,H8OH09087
UT,Alicia Colvin,N00043082,S8UT00200
MD,Jesse Colvin,N00041812,H8MD01193
FL,Neil Combee,N00043318,H8FL15222
AR,Gwendolynn Millen Combs,N00041476,H8AR02142
NY,Scott Comegys,N00042475,H8NY24108
KY,James Comer,N00038260,H6KY01110
VA,Natasha Venita Comer,N00042298,H8VA07110
VA,Barbara Comstock,N00036023,H4VA10089
TX,Mike Conaway,N00026041,H4TX19136
OH,Jim Jr Condit,N00025431,H2OH02077
TX,Don III Conley,N00042931,H8TX14161
SC,Chad Connelly,N00040756,H8SC05141
LA,Phillip Conner,N00041806,H8LA03045
VA,Gerry Connolly,N00029891,H8VA11062
MI,Ian Conyers,N00042855,H8MI13284
MI,John III Conyers,N00042454,H8MI13235
MI,John Jr Conyers,N00004029,H6MI01028
TX,John W Cook,N00042518,H8TX10169
CA,Paul Cook,N00034224,H2CA08164
MD,Bridgette Cooper,N00043024,H8MD08230
GA,Dave Cooper,N00042815,H8GA09066
TN,Jim Cooper,N00003132,H2TN05131
GA,Jimmy Cooper,N00042103,H8GA08118
TX,John Cooper,N00042506,H8TX04188
TX,Ken Cope,N00036059,H8TX06282
MO,Maurice Copeland,N00043342,H8MO05151
WV,Bo Copley,N00041474,S8WV00135
VA,Sergio Coppola,N00041891,H8VA06088
PA,Shavonnia Corbin-Johnson,N00041859,H8PA10220
CT,Ruby Corby-O'Neill,N00043501,H8CT05260
CT,Matthew Corey,N00035056,S8CT00121
TN,Bob Corker,N00027441,S6TN00216
TN,Bob Corlew,N00042503,H8TN06102
CA,Lou Correa,N00037260,H6CA46116
CA,Rodolfo Cortes Barragan,N00042074,H8CA40206
WA,Michael Cortney,N00043543,H8WA03206
CA,Gary Coson,N00042755,S8CA00473
CA,Jim Costa,N00026341,H4CA20082
FL,Fred Costello,N00038661,H6FL06183
PA,Ryan Costello,N00031064,H0PA06076
UT,Bringham Rhead Cottam,N00041220,H8UT03220
FL,Dana Cottrell,N00043014,H8FL11130
IN,John Couch,N00042839,H8IN07317
CT,Joe Courtney,N00024842,H2CT02112
IN,Rachel Covington,N00039102,H6IN08251
GA,Martin Cowen,N00042816,H8GA13027
CA,Steve Cox,N00041634,H8CA39190
CA,T J Cox,N00028122,H6CA19113
NV,Jay Craddock,N00041040,S8NV00131
MN,Angie Craig,N00037039,H6MN02131
PA,Christine E Craig,N00042904,H8PA07234
SC,Ray Craig,N00039711,H6SC05152
MO,Jo Crain,N00043407,S8MO00327
ND,Kevin Cramer,N00004614,S8ND00120
WA,Tom Cramer,N00030990,H8WA08122
OR,Jim Crary,N00039419,H6OR02181
KY,Mike Craven ,N00042630,H8KY03187
NE,Dennis Crawford,N00035619,H4NE01163
AR,Rick Crawford,N00030770,H0AR01083
TX,Dan Crenshaw,N00042224,H8TX02166
CA,"John ""Jack"" Crew",N00043281,S8CA00580
IN,Mike Crider,N00041659,H8IN06095
TN,Larry R Crim,N00025648,S2TN00223
FL,Charlie Crist,N00002942,H6FL13205
FL,Calen Cristiani,N00040674,H8FL16048
TX,Anthony Cristo,N00042932,H8TX15069
NH,Bruce Crochetiere,N00043440,H8NH01277
MD,Evan Cronhardt,N00043293,S8MD00344
PA,Michael J Crossey,N00041530,H8PA18173
CO,Jason Crow,N00040876,H8CO06229
OH,Robert Crow,N00030557,H8OH13121
TX,Derrick Crowe,N00040982,H8TX21158
FL,John Crowley,N00042407,H8FL14191
NY,Joseph Crowley,N00001127,H8NY07046
AL,Chanda Mills Crutcher,N00042343,S8AL00506
CA,Erin Cruz,N00042557,S8CA00440
TX,Ted Cruz,N00033085,S2TX00312
TX,Henry Cuellar,N00024978,H2TX23082
TX,John Culberson,N00009738,H0TX07055
CA,Jeffrey Cullen,N00043137,H8CA52151
TX,Anthony Culler,N00038790,H6TX01253
VA,Ben Cullop,N00041416,H8VA05148
CA,John Cullum,N00034497,H2CA46123
FL,Dave Cummings,N00043015,H8FL18036
MD,Elijah E Cummings,N00001971,H6MD07160
SC,Joe Cunningham,N00041400,H8SC01116
MO,Robb Cunningham,N00028439,H6MO01246
NJ,William Cunningham,N00042165,H8NJ02174
FL,Carlos Curbelo,N00035403,H4FL26038
UT,John Curtis,N00041221,H8UT03238
IN,Tod Curtis,N00041348,H8IN09099
TX,Judith Cutright,N00043464,H8TX27155
IA,Pete D'Alessandro,N00041647,H8IA03173
NV,Reuben D'Silva,N00039564,H6NV01232
NC,Scott Dacey,N00041364,H8NC03076
IL,Sara Dady,N00041653,H8IL16120
IN,Tony Daggett,N00042824,H8IN01146
CA,Rafael Dagnesses,N00035563,H4CA26139
IA,Paul Dahl,N00041946,H8IA04130
OK,Nathan Ryan Dahm,N00031336,H0OK01089
PA,Mary Jo Daley,N00043234,H8PA04140
CO,Paul Daly,N00043011,H8CO01170
TX,Shawn Dandridge,N00042241,H8TX06241
TX,Sholdon Daniels,N00040970,H8TX04154
FL,Wade Darius,N00042094,H8FL10066
MA,Abhijit Beej Das,N00041811,H8MA03130
WA,Mona Das,N00041422,H8WA08155
CA,Stacey Dash,N00042786,H8CA44109
PA,Rick Daugherty,N00033827,H2PA15099
PA,Dan David,N00042500,H8PA15286
TX,Steven David,N00041404,H8TX08080
KS,Sharice Davids,N00042626,H8KS03155
MO,DeMarco Davidson,N00041828,H8MO01150
PA,Margo Davidson,N00042903,H8PA05287
MI,Rob Davidson,N00040913,H8MI02113
OH,Warren Davidson,N00038767,H6OH08315
UT,Adam Davis,N00042726,H8UT01125
IL,Danny K Davis,N00004884,H4IL07037
IN,J Jason Davis,N00042840,H8IN07325
CA,James Davis,N00042783,H8CA23137
SC,John Timothy Davis,N00042213,H8SC04201
GA,Melissa Davis,N00041563,H8GA07185
NM,Pat Davis,N00041466,H8NM01406
WV,Paul Davis,N00041471,H8WV03063
KS,Paul Davis,N00041805,H8KS02173
AR,Richard H Davis,N00040556,H8AR04106
MD,Richmond Davis,N00042449,H8MD07083
IL,Rodney Davis,N00034784,H2IL13120
CA,Susan A Davis,N00009604,H0CA49055
TX,Johnathan Davison,N00042522,H8TX24137
UT,Brad Daw,N00041214,H8UT03162
IN,Roger Day,N00036127,H8IN04231
TX,Tim Day,N00033328,S2TX00379
UT,Margaret Dayton,N00041215,H8UT03170
FL,Ricardo De La Fuente,N00040637,H8FL24067
WA,Rocky De La Fuente,N00038339,S8WA00384
MO,John Farmer De La Torre,N00041514,H8MO07199
CA,Kevin De Leon,N00042033,S8CA00408
TX,Stefano De Stefano,N00041290,S8TX00319
WA,James Robert Deal,N00043634,S8WA00368
IA,Dirk Deam,N00040826,H8IA04098
TN,Glen Dean,N00043256,H8TN05294
MT,James Dean,N00041923,S8MT00242
PA,Madeleine Dean,N00042894,H8PA04116
MT,Sarah Dean,N00041924,S8MT00259
IL,Jaye Debates,N00042429,H8IL16179
NY,Dan Debono,N00041524,H8NY03151
NY,Mike Decillis,N00041160,H8NY11097
TX,Michael Dee,N00042724,H8TX32171
TX,Sam Deen,N00042234,H8TX05110
OR,Peter DeFazio,N00007781,H6OR04047
CO,Diana DeGette,N00006134,H6CO01141
TX,Richie Degrow,N00041600,H8TX10094
CA,Douglas Deitch,N00043120,H8CA20091
IN,Martin Del Rio,N00042034,S8IN00205
CT,Rosa L DeLauro,N00000615,H0CT03072
WA,Suzan DelBene,N00030693,H0WA08046
NY,Antonio Delgado,N00040741,H8NY19181
NY,Max Della Pia,N00041388,H8NY23175
PA,Paul Delong,N00026048,S4PA00113
MP,Angel Aldan Demapan,N00041832,H8MP01015
MD,Adam D. Demarco ,N00042442,H8MD03116
DC,Adam Demarco,N00042092,H8DC03014
CA,Frank Demartini,N00041765,H8CA43143
CA,Chase Demasi,N00041479,H8CA12247
FL,Val Demings,N00033449,H2FL08063
NJ,Peter deNeufville,N00043186,H8NJ11241
CA,Jeff Denham,N00031593,H0CA19173
OH,Norbert Dennerll,N00003534,H6OH04157
CA,Audrey Denney,N00042063,H8CA01257
NY,Richard Denning,N00043203,H8NY01213
OH,Mark Dent,N00042199,H8OH16140
OH,Chris Depizzo,N00041992,H8OH13147
AR,Chintan Desai,N00042046,H8AR01029
FL,Ron DeSantis,N00034746,H2FL00292
CA,Mark Desaulnier,N00030709,H0CA10073
VA,Michael Desjadon,N00042954,H8VA06153
TN,Scott Desjarlais,N00030957,H0TN04195
IL,Brian Deters,N00042121,H8IL18092
FL,Ted Deutch,N00031317,H0FL19080
MD,Bill Devine,N00043434,H8MD05145
MA,John Devine,N00036077,S8MA00284
NY,Michael Jr Devito,N00041159,H8NY11089
TX,Calvin DeWeese,N00039160,H6TX13142
LA,Justin Dewitt,N00042133,H8LA06147
CT,Craig Diangelo,N00042090,H8CT05179
VA,Minerva Dr Diaz,N00042770,S8VA00339
FL,Mario Diaz-Balart,N00025337,H2FL25018
AZ,Christian Diegel,N00042345,S8AZ00213
MA,Geoff Diehl,N00041035,S8MA00276
OH,Larry Diemand,N00041175,H8OH14137
CO,Jennifer Diffendal,N00042800,H8CO06278
IL,Jitendra Diganvker,N00042118,H8IL08101
WA,Douglas Dightman,N00043544,H8WA06100
TX,Neal Dikeman,N00042989,S8TX00418
NJ,Paul Dilks,N00043184,H8NJ01259
MI,Godfrey J Dillard,N00004010,H6MI15101
AZ,Brenden Dilley,N00042059,H8AZ08182
TX,Thomas Dillingham,N00042364,H8TX06290
NY,James J Dillon,N00001065,H8NY07053
WA,Patrick Dillon,N00043545,H8WA08262
NY,Elaine DiMasi,N00041847,H8NY01189
PA,Eric Ding,N00042908,H8PA10204
NM,Dennis Dinge,N00040934,H8NM01349
MI,Debbie Dingell,N00036149,H4MI12079
PA,Ron DiNicola,N00001428,H4PA21069
NY,Rosanne DiPizio,N00041855,H8NY26129
AZ,Delina DiSanto,N00042777,H8AZ04165
CO,Raymon Doane,N00042085,H8CO01147
WY,David Dodson,N00042998,S8WY00197
TX,Lloyd Doggett,N00006023,H4TX10028
AZ,Stephen Dolgos,N00034876,H2AZ08151
MI,Darlene Domanik,N00040723,H8MI08094
MN,Alicia Donahue,N00041133,H8MN03135
NC,Scott Donaldson,N00042664,H8NC11137
TX,Alex Donkervoet,N00042505,H8TX03164
IN,Joe Donnelly,N00026586,S2IN00091
CA,Tim Donnelly,N00039380,H6CA08207
NY,Dan Donovan,N00036928,H6NY11174
IN,David Dopp,N00042826,H8IN01161
FL,Cris Dosev,N00039508,H6FL01168
CO,Howard Dotson,N00041637,H8CO02194
MS,Sally Doty,N00042459,H8MS03133
OK,Amanda Douglas,N00043214,H8OK01181
IN,Dion A Douglas,N00042124,H8IN05170
VA,Jeff Dove,N00040772,H8VA11070
AZ,Sandra Elaine Dr Dowling,N00043497,H8AZ08257
CA,Ryan Downing,N00036501,H4CA31105
MT,Troy Downing,N00041283,S8MT00218
CA,Marge Doyle,N00041755,H8CA08112
PA,Mike Doyle,N00001373,H4PA18131
MN,Frank Drake,N00040028,H6MN05332
UT,Jeff Dransfield,N00043080,S8UT00184
UT,Danny Drew,N00040820,S8UT00119
WI,Ken Driessen,N00025241,H8WI07138
MI,Gretchen Driskell,N00036938,H6MI07223
IL,Demond Drummer,N00041108,H8IL01106
TX,Shannon Dubberly,N00042242,H8TX06258
MD,Andrew Duck,N00027577,H6MD06121
CA,Angelica Duenas,N00041309,H8CA29100
UT,Gregory C. Duerden,N00043060,H8UT03444
WI,Sean P Duffy,N00030967,H0WI07051
LA,Lee Dugas,N00036763,H8LA01148
IN,Sean Dugdale,N00040901,H8IN05147
MO,Kelli Dunaway,N00041361,H8MO02190
VA,Cynthia Dunbar,N00029768,H8VA06096
TX,Chris Duncan,N00042926,H8TX08122
CA,Dennis Duncan,N00041752,H8CA01224
SC,Jeff Duncan,N00030752,H0SC03077
TX,John Duncan,N00040762,H8TX06191
OH,Gregory P Dunham,N00042693,H8OH11315
AR,Jonathan Dunkley,N00043095,H8AR02167
NM,Aubrey Dunn,N00043306,S8NM00218
TN,Lloyd Dunn,N00042722,H8TN06110
FL,Marvin Dunn,N00041943,H8FL27151
MS,Morgan Dunn,N00042655,H8MS03158
FL,Neal Dunn,N00037442,H6FL02208
OK,Gregory Dunson,N00043374,H8OK05182
CT,Rich DuPont,N00043419,H8CT05229
NM,Thomas Durham,N00042173,H8NM02206
CA,Edwin Duterte,N00041635,H8CA43135
MO,Angelica Earl,N00042038,S8MO00186
IN,Donald Jr Eason,N00042841,H8IN07333
NE,Kara Eastman,N00040926,H8NE02220
OH,Bill Ebben,N00042687,H8OH08105
IL,Jon Ebel,N00041652,H8IL13176
PA,Julia Eble,N00042897,H8PA05220
OH,Don Eckhart,N00030273,S6OH00288
KY,Chuck Eddy,N00042639,H8KY06198
TX,Madeline Eden,N00042251,H8TX10128
IN,Jeremy Lee Edom,N00037655,H8IN05154
CA,Adrienne Edwards,N00036508,S8CA00549
OK,Dejuan Edwards,N00043375,H8OK05190
NH,Eddie Edwards,N00040927,H8NH01152
PA,Greg Edwards,N00041865,H8PA15187
NM,Jasen Lemar Edwards,N00042172,H8NM02198
OH,Mickey Edwards,N00040939,H8OH02116
GA,Ragin Edwards,N00040688,H8GA06328
CO,Roger Edwards,N00041938,H8CO06260
CA,Michael Eggman,N00035313,H4CA10075
FL,Phil Ehr,N00041323,H8FL01107
PA,John Eichelberger,N00042498,H8PA09024
MI,Rich Eichholz,N00041356,H8MI06148
CA,Michael Eisen,N00041439,S8CA00382
NV,Gil Eisner,N00042671,H8NV03242
CA,Lewis Elbinger,N00042062,H8CA01240
MD,Martin Elborn,N00042439,H8MD01219
MD,Patrick J. Elder,N00043509,H8MD05152
CT,Timothy Elgin,N00043288,S8CT00139
UT,Eric R Eliason,N00042952,H8UT01133
IL,John Elleson,N00042422,H8IL09208
CA,Michael Ellinger,N00042080,H8CA48126
MO,Kathryn Ellis,N00040922,H8MO08098
IN,Roland Ellis,N00042830,H8IN04249
MI,Brian Ellison,N00042036,S8MI00398
MI,Brian James Ellison,N00043436,H8MI08144
MN,Keith Ellison,N00028257,H6MN05183
GA,Daniel Ellyson,N00041100,H8GA08092
TX,Jake Ellzey,N00042243,H8TX06266
MD,Kurt Elsasser,N00042644,H8MD06242
TN,Jason Emert,N00042005,H8TN02200
MN,Stephen Emery,N00043566,S8MN00669
NY,Zach Emig,N00040937,H8NY11071
MN,Tom Emmer,N00035440,H4MN06087
GA,Chuck Enderlin,N00041096,H8GA03051
FL,Donald Endriss,N00039783,H6FL23089
WI,Margaret Ruth Engebretson,N00042733,H8WI07096
NY,Eliot L Engel,N00001003,H8NY19058
MD,George English,N00001895,H6MD08333
OH,Vanessa Enoch,N00042480,H8OH08097
MN,Chad Enstad,N00043171,H8MN07110
SC,James Epley,N00043250,H8SC04409
TX,Dan Epstein,N00040981,H8TX19103
MI,Lena Epstein,N00041968,H8MI11320
MI,Lena Epstein,N00041282,S8MI00356
MN,Jeff Erdmann,N00041132,H8MN02079
TX,Veronica Escobar,N00041702,H8TX16109
CA,Anna Eshoo,N00007335,H8CA12098
NY,Adriano Espaillat,N00034549,H2NY13096
CA,Brian Espinoza,N00041308,H8CA27104
MS,Mike Espy,N00003295,S8MS00287
KS,Ron Estes,N00040712,H8KS04112
KS,Ron M Estes,N00043598,H8KS04187
CT,Elizabeth Esty,N00033217,H2CT05131
HI,Brian Evans,N00026894,H8HI02141
PA,Dwight Evans,N00038450,H6PA02171
MD,J David Evans,N00042444,H8MD03132
FL,Jermaine Evans,N00041489,H8FL14183
MO,Jim Evans,N00034408,H8MO07173
MS,Michael Ted Evans,N00043349,H8MS03190
AZ,Paul Evans,N00043000,H8AZ03175
OH,Janet Everhard,N00040452,H6OH02292
WI,Brian Ewert,N00042734,H8WI07104
MD,Nnabu Eze,N00039112,S8MD00351
FL,Souraya Faas,N00037154,H8FL26062
MD,Sam Faddis,N00037449,S8MD00237
TX,Linsey Fagan,N00041470,H8TX26124
MT,Russ Fagg,N00042039,S8MT00275
UT,Chadwick III Fairbanks,N00043051,H8UT01166
FL,Jeff Fandl,N00043322,H8FL22087
IN,Eshel Faraggi,N00042579,H8IN05212
NV,Hermon Farahi,N00041377,H8NV03127
CA,Justin Fareed,N00035705,H4CA24142
TX,Blake Farenthold,N00031672,H0TX27061
NY,Chele Farley,N00042767,S8NY00215
OH,Philena Irene Farley,N00043311,S8OH00136
CA,Kelan John Farrell-Smith,N00040643,H8CA25066
NY,John Faso,N00037288,H6NY19169
MO,David Faust,N00043397,S8MO00228
PA,Gregory Faust,N00040509,H8PA13091
IL,Bill Fawell,N00036891,H4IL17077
MN,Daniel Feehan,N00041358,H8MN01279
CA,Dianne Feinstein,N00007364,S0CA00199
TX,Dori Fenenbock,N00041198,H8TX16083
VA,Shion Fenty,N00043259,H8VA04034
MI,Dana Ferguson,N00036272,H4MI01130
GA,Drew Ferguson,N00039090,H6GA03113
WA,Jennifer Ferguson,N00040821,S8WA00202
IN,Tom Ferkinhoff,N00042434,H8IN06137
CA,Colleen Fernald,N00028367,S6CA00527
AZ,Steve Ferrara,N00041064,H8AZ09024
FL,Gabe Ferrer,N00041787,H8FL27110
WV,Kendra Fershee,N00041899,H8WV01075
SC,Sheri Few,N00040751,H8SC05091
CO,Betty Field,N00041083,H8CO05122
CO,John Field,N00041486,H8CO01097
KS,Vernon Fields,N00040708,H8KS02132
SC,Ted Fienning,N00040958,H8SC01108
UT,Paul Fife,N00041222,H8UT03246
TN,Steve Fincher,N00031141,S8TN00352
IA,Abby Finkenauer,N00040888,H8IA01094
TN,Christopher Finley,N00043533,H8TN06169
NY,Russ Finley,N00041525,H8NY21278
NJ,Sam Fiocchi,N00043032,H8NJ02240
SC,Bruce Fischer,N00041695,H8SC07048
NE,Deb Fischer,N00033443,S2NE00094
NJ,Eric Fisher,N00043358,H8NJ09138
AL,Jason E Fisher,N00041264,S8AL00357
TX,Will Fisher,N00041208,H8TX26082
AK,Gregory Fitch,N00041462,H8AK01015
CA,John Fitzgerald,N00032186,H0CA07111
KS,Steve Fitzgerald,N00040902,H8KS02140
NJ,Brian Fitzherbert,N00042464,H8NJ02182
NM,Ron Fitzherbert,N00040935,H8NM02123
PA,Brian Fitzpatrick,N00038779,H6PA08277
VA,Anthony Flaccavento,N00034572,H8VA09066
AZ,Jeff Flake,N00009573,S2AZ00141
MN,Peggy Flanagan,N00040724,H8MN05155
NJ,Tricia Flanagan,N00043415,S8NJ00541
RI,Bob Flanders,N00041044,S8RI00128
TN,Chuck Fleischmann,N00030815,H0TN03254
CA,Daniel Fleming,N00041071,H8CA25090
TX,Lizzie Fletcher,N00041194,H8TX07140
TN,George S Jr Flinn,N00031656,H6TN08169
TX,Bill Flores,N00031545,H0TX17104
NM,John Walter Flores,N00041520,H8NM01422
IL,Sol Flores,N00042116,H8IL04159
CA,Yolie Flores,N00040609,H8CA34332
NY,Brian Flynn,N00040740,H8NY19173
CA,Sean Flynn,N00038609,H6CA31134
NV,Patrick Fogarty,N00043192,H8NV02111
UT,Stoney Fonua,N00025345,S6UT00261
CA,Stephen Forbes,N00043117,H8CA17105
DC,Kim R Ford,N00042091,H8DC01034
CA,Brian Forde,N00041482,H8CA45189
OK,John Foreman,N00043365,H8OK02189
NE,Jeff Fortenberry,N00026631,H4NE01064
IL,Bill Foster,N00029139,H8IL14067
AR,Jack E Foster,N00043101,H8AR04163
GA,Steven Foster,N00043017,H8GA14025
TX,Vanessa Edwards Foster,N00042524,H8TX27098
AZ,Will Foster,N00040841,H8AZ02102
AZ,Che Fowler,N00042344,S8AZ00205
NC,Virginia Foxx,N00026166,H4NC05146
LA,Jim Francis,N00043429,H8LA01130
WA,Chris Franco,N00042534,H8WA08247
WA,Gary Franco,N00017298,H4WA02041
CA,Ricardo Franco,N00041306,H8CA22147
FL,Vennia Francois,N00042405,H8FL07088
SC,Alexis Frank,N00040830,H8SC05182
UT,Ben Frank,N00040995,H8UT03154
FL,Lois J Frankel,N00002893,H2FL14053
MI,George Franklin,N00041822,H8MI06163
OH,W Benjamin Franklin,N00032367,H0OH10090
AZ,Trent Franks,N00006423,H4AZ04024
NJ,Aaron Fraser,N00035625,H6NJ10205
VA,Diane Fraser,N00042015,H8VA07102
MO,E.C. Fredland,N00043341,H8MO05144
CA,John Karl Fredrich,N00043119,H8CA18095
FL,April Freeman,N00035223,H4FL19058
FL,Mark Freeman,N00037408,H6FL22081
VT,Daniel Freilich,N00031294,H8VT01040
VA,Nick Freitas,N00042367,S8VA00313
NJ,Rodney Frelinghuysen,N00000684,H2NJ05014
WI,Kyle Frenette,N00042594,H8WI07088
IA,Austin Frerick,N00041564,H8IA03165
MD,Bill Frick,N00040908,H8MD06135
MI,Steven Friday,N00041965,H8MI07112
UT,Jeremy Friedbaum,N00006375,S0UT00215
PA,Marc Friedenberg,N00041860,H8PA05204
VA,Alison Friedman,N00041237,H8VA10122
MD,Dennis Fritz,N00036803,H4MD05177
DE,Nadine Frost,N00043565,S8DE00160
OH,Marcia L Fudge,N00030490,H8OH11141
CA,Louis Fuentes,N00043135,H8CA51088
AZ,Talia Fuentes,N00039997,H6AZ05133
FL,Scott Fuhrman,N00040012,H6FL27031
HI,Beth Fukumoto,N00043157,H8HI01226
ID,Russ Fulcher,N00041335,H8ID01124
ME,Jonathan Fulford,N00041508,H8ME02151
FL,Virginia Fuller,N00042559,H8FL05157
TN,Brad Fullington,N00041596,H8TN02135
SC,Guy Furay,N00043249,H8SC04391
CO,Lori Furstenberg,N00042399,H8CO05163
CA,John Gabbard,N00042789,H8CA48142
HI,Tulsi Gabbard,N00033281,H2HI02508
FL,Matt Gaetz,N00039503,H6FL01119
TX,Deborah Gagliardi,N00042244,H8TX06274
IL,Kevin Gaither,N00041500,H8IL15072
MD,Allison Galbraith,N00040907,H8MD01177
OH,John Michael Galbraith,N00040940,H8OH05150
PA,Neal Gale,N00043416,S8PA00346
WI,Mike Gallagher,N00039330,H6WI08155
NY,Rick Gallant,N00041169,H8NY23142
AZ,Ruben Gallego,N00036097,H4AZ07043
ID,Alex Gallegos,N00042620,H8ID01181
MA,Louis Gallo,N00042560,S8MA00334
AK,Alyse Galvin,N00042372,H8AK00140
TX,Shalesh Ganjoo,N00042990,S8TX00426
CA,John Garamendi,N00030856,H0CA10149
UT,Jan Garbett,N00043055,H8UT02305
TX,Adrian Garcia,N00038832,H6TX29064
TX,Dominique Garcia,N00038831,H6TX29056
TX,Enrique Garcia,N00041601,H8TX16091
IL,Jesus Garcia,N00042114,H8IL04134
OH,Joshua M Garcia,N00042690,H8OH09095
WI,Ramon Hyron Garcia,N00041245,H8WI05157
TX,Roel Garcia,N00042284,H8TX29078
TX,Sylvia Garcia,N00042282,H8TX29052
TX,Alia Garcia-Ureste,N00042255,H8TX16125
NC,Jonah Gardner,N00041144,H8NC07119
NV,Daniel G. Garfield,N00043190,H8NV01287
MS,Jerone Garland,N00043299,S8MS00279
OH,Janet Garrett,N00036353,H4OH04046
VA,Tom Garrett,N00038847,H6VA05142
MI,Eponine Garrod,N00040914,H8MI06122
TX,Ben Garves,N00040985,H8TX25118
TX,Mauro Garza,N00042271,H8TX21331
CA,"Melissa ""Sharkie"" Garza",N00040658,H8CA34290
KY,Samuel Gaskins,N00041350,H8KY01066
CA,Kristin Gaspar,N00042391,H8CA49090
OH,Theresa Gasper,N00042481,H8OH10119
WA,Dorothy Gasque,N00040774,H8WA03172
TX,Eddie Gassman,N00042525,H8TX27106
VA,Lawrence Gaughan,N00036398,H8VA05163
NY,Lutchi Gayot,N00043036,H8NY09174
NV,Sarah Gazala,N00041926,S8NV00164
WV,Marty Gearheart,N00026987,H8WV03113
NJ,Jack Gebbia,N00040931,H8NJ11134
CA,Sal Genovese,N00028200,H6CA31126
AL,Dominic Gentile,N00041026,S8AL00332
NC,Dillon Gentry,N00043175,H8NC05097
WI,Gary George,N00004333,H4WI04241
PA,John George,N00041397,H8PA16060
MO,Katy Geppert,N00042652,H8MO03198
SC,Mary Geren,N00040959,H8SC03070
WI,Juliet Dita Germanotta,N00042021,H8WI03111
CO,Larry Germanson,N00040874,H8CO04075
NY,Perry Gershon,N00041456,H8NY01155
NJ,Antony Ghee,N00042877,H8NJ11233
UT,Shireen Ghorbani,N00041887,H8UT02255
CA,Rash Bihari Ghosh,N00043286,S8CA00630
NJ,Usman Ghumman,N00041284,S8NJ00442
MT,Greg Gianforte,N00040733,H8MT01182
TX,Nikolus Dimitry Gianukos,N00041191,H8TX02075
OH,Mike Gibbons,N00041286,S8OH00086
OH,Bob Gibbs,N00031128,H0OH18077
NV,David Gibbs,N00042881,H8NV04083
WA,Joey Gibson,N00042996,S8WA00244
TX,Mark Gibson,N00036084,H4TX22163
MA,Rufus Gifford,N00042137,H8MA03171
CA,Tim Gildersleeve,N00038195,S6CA00733
AZ,Dave Giles,N00036982,H6AZ09010
IL,David Gill,N00026221,H6IL13113
NY,Kirsten Gillibrand,N00027658,S0NY00410
GA,Robin Gilmer,N00043149,H8GA09074
MI,Michael Gilmore,N00040916,H8MI13227
AZ,Shawn Gilmore,N00042999,H8AZ03167
OK,Tim Gilpin,N00042888,H8OK01173
OK,Fred Gipson,N00043367,H8OK04078
CA,Michael Fahmy Girgis,N00043287,S8CA00655
CT,Mary Glassman,N00043140,H8CT05195
CO,Darryl Glenn,N00036919,H8CO05148
KY,Vickie Glisson,N00042631,H8KY03195
MD,George Gluck,N00034065,H2MD08175
CA,Brett Goda,N00042794,H8CA53076
OH,Aaron Godfrey,N00040945,H8OH16090
IN,Curtis Godfrey,N00036129,H4IN07159
TX,Louis B Jr Gohmert,N00026148,H4TX04039
NC,Clarence Goins,N00042660,H8NC09149
NJ,Brian Goldberg,N00036203,S4NJ00292
NY,Ian Golden,N00041387,H8NY23167
ME,Jared Golden,N00041668,H8ME02185
OH,Beverly A. Goldstein,N00039145,H6OH11160
CA,Michael Goldstein,N00043114,H8CA12296
NY,Tim Gomes,N00041849,H8NY02070
CA,Jimmy Gomez,N00040597,H8CA34266
OH,Anthony Gonzalez,N00041690,H8OH16124
NY,Jason D. Gonzalez,N00043524,H8NY15155
PR,Jenniffer Gonzalez,N00037615,H6PR00082
FL,Julio Gonzalez,N00042807,H8FL17046
FL,Kristen Rosen Gonzalez,N00040886,H8FL27029
TX,Rey Gonzalez,N00038840,H6TX34031
IL,Richard Gonzalez,N00041948,H8IL04126
MO,Travis Gonzalez,N00038703,S8MO00236
TX,Vicente Gonzalez,N00038809,H6TX15162
TX,Lance Gooden,N00042237,H8TX05144
VA,Bob Goodlatte,N00009154,H2VA06115
PA,Shira Ms. Goodman,N00042589,H8PA13117
OH,Grant Goodrich,N00042699,H8OH16173
KY,David Goodwin,N00042129,H8KY04151
FL,Dushyant Gosai,N00042573,H8FL03053
AZ,Paul Gosar,N00030771,H0AZ01259
NJ,Josh Gottheimer,N00036944,H6NJ05171
SC,Trey Gowdy,N00030880,H0SC04257
SC,Eric Knox Graben,N00043045,H8SC04359
MA,Paul Grady,N00040721,H8MA02066
TX,James Graf,N00035823,H8TX02059
CA,John Graham,N00042078,H8CA45197
NC,Samaria Graham,N00042662,H8NC10121
TX,Kay Granger,N00008799,H6TX12060
CA,Andrew Grant,N00041303,H8CA07056
IN,Kevin Grant,N00036123,H4IN04180
WA,Bill Grassie,N00041897,H8WA08221
MD,Christopher Graves,N00042645,H8MD06259
LA,Garret Graves,N00036135,H4LA06153
MO,Sam Graves,N00013323,H0MO06073
GA,Tom Graves,N00030788,H0GA09030
